product_id,warehouse_id,current_stock,reorder_point,safety_stock,last_updated
20622,W003,473,45,16,2026-06-30 20:00:49.794904
20658,W003,157,71,12,2026-06-30 20:00:49.794904
20662,W001,75,48,19,2026-06-30 20:00:49.794904
20676,W002,54,80,19,2026-06-30 20:00:49.794904
20684,W003,145,70,29,2026-06-30 20:00:49.794904
20719,W003,71,55,28,2026-06-30 20:00:49.794904
20724,W001,290,48,26,2026-06-30 20:00:49.794904
20733,W002,371,53,13,2026-06-30 20:00:49.794904
20735,W001,125,57,11,2026-06-30 20:00:49.794904
20770,W003,120,56,12,2026-06-30 20:00:49.794904
20835,W001,267,35,10,2026-06-30 20:00:49.794904
20839,W002,263,80,14,2026-06-30 20:00:49.794904
20840,W002,70,34,19,2026-06-30 20:00:49.794904
20956,W003,124,53,20,2026-06-30 20:00:49.794904
20969,W002,128,59,19,2026-06-30 20:00:49.794904
20971,W001,112,75,28,2026-06-30 20:00:49.794904
20975,W001,498,77,16,2026-06-30 20:00:49.794904
20981,W003,369,51,20,2026-06-30 20:00:49.794904
20996,W002,173,71,22,2026-06-30 20:00:49.794904
21000,W002,460,55,13,2026-06-30 20:00:49.794904
21012,W002,417,57,10,2026-06-30 20:00:49.794904
21069,W001,350,59,13,2026-06-30 20:00:49.794904
21070,W003,85,65,23,2026-06-30 20:00:49.794904
21147,W002,183,80,15,2026-06-30 20:00:49.794904
21158,W001,458,67,30,2026-06-30 20:00:49.794904
21165,W002,267,55,28,2026-06-30 20:00:49.794904
21174,W001,59,78,18,2026-06-30 20:00:49.794904
21189,W003,76,77,20,2026-06-30 20:00:49.794904
21191,W002,385,38,20,2026-06-30 20:00:49.794904
21195,W001,47,33,26,2026-06-30 20:00:49.794904
21207,W003,82,57,22,2026-06-30 20:00:49.794904
21216,W003,333,37,17,2026-06-30 20:00:49.794904
21217,W003,498,52,29,2026-06-30 20:00:49.794904
21231,W002,382,51,16,2026-06-30 20:00:49.794904
21238,W002,488,43,10,2026-06-30 20:00:49.794904
21249,W003,184,61,19,2026-06-30 20:00:49.794904
21262,W003,360,73,17,2026-06-30 20:00:49.794904
21313,W003,443,33,25,2026-06-30 20:00:49.794904
21349,W001,445,76,26,2026-06-30 20:00:49.794904
21352,W003,142,45,23,2026-06-30 20:00:49.794904
21354,W001,234,38,13,2026-06-30 20:00:49.794904
21365,W001,172,36,16,2026-06-30 20:00:49.794904
21366,W002,33,38,22,2026-06-30 20:00:49.794904
21369,W001,66,61,23,2026-06-30 20:00:49.794904
21372,W002,193,44,24,2026-06-30 20:00:49.794904
21385,W003,331,80,20,2026-06-30 20:00:49.794904
21407,W002,85,45,17,2026-06-30 20:00:49.794904
21408,W002,36,75,15,2026-06-30 20:00:49.794904
21507,W002,444,60,30,2026-06-30 20:00:49.794904
21563,W001,140,63,26,2026-06-30 20:00:49.794904
21564,W001,216,42,10,2026-06-30 20:00:49.794904
21634,W002,488,50,20,2026-06-30 20:00:49.794904
21641,W003,378,49,13,2026-06-30 20:00:49.794904
21679,W003,488,43,20,2026-06-30 20:00:49.794904
21703,W001,276,39,27,2026-06-30 20:00:49.794904
21704,W003,380,42,16,2026-06-30 20:00:49.794904
21721,W001,125,39,10,2026-06-30 20:00:49.794904
21722,W003,42,36,24,2026-06-30 20:00:49.794904
21758,W003,182,66,30,2026-06-30 20:00:49.794904
22892,W001,176,40,30,2026-06-30 20:00:49.794904
22245,W002,65,76,30,2026-06-30 20:00:49.794904
20957,W003,133,41,13,2026-06-30 20:00:49.794904
79144B,W003,271,38,24,2026-06-30 20:00:49.794904
22482,W002,160,53,26,2026-06-30 20:00:49.794904
21917,W002,368,51,29,2026-06-30 20:00:49.794904
20697,W003,256,36,15,2026-06-30 20:00:49.794904
22599,W001,338,41,22,2026-06-30 20:00:49.794904
22597,W003,490,41,22,2026-06-30 20:00:49.794904
21495,W003,417,51,28,2026-06-30 20:00:49.794904
46000R,W003,261,34,11,2026-06-30 20:00:49.794904
46000S,W002,446,64,15,2026-06-30 20:00:49.794904
84920,W001,419,72,15,2026-06-30 20:00:49.794904
22953,W003,479,71,16,2026-06-30 20:00:49.794904
84508A,W002,301,56,28,2026-06-30 20:00:49.794904
21670,W002,224,41,18,2026-06-30 20:00:49.794904
22786,W002,170,74,14,2026-06-30 20:00:49.794904
22212,W002,47,72,21,2026-06-30 20:00:49.794904
22678,W003,227,45,18,2026-06-30 20:00:49.794904
22686,W002,270,68,23,2026-06-30 20:00:49.794904
84685,W001,239,43,10,2026-06-30 20:00:49.794904
20616,W003,230,77,20,2026-06-30 20:00:49.794904
22753,W002,92,79,14,2026-06-30 20:00:49.794904
79066K,W001,65,53,22,2026-06-30 20:00:49.794904
22794,W001,325,33,14,2026-06-30 20:00:49.794904
22592,W002,453,45,11,2026-06-30 20:00:49.794904
84352,W002,97,65,15,2026-06-30 20:00:49.794904
22795,W003,398,57,17,2026-06-30 20:00:49.794904
22278,W003,188,55,28,2026-06-30 20:00:49.794904
22802,W003,209,69,24,2026-06-30 20:00:49.794904
84884A,W002,338,38,15,2026-06-30 20:00:49.794904
51014C,W002,439,31,26,2026-06-30 20:00:49.794904
51014L,W003,164,80,20,2026-06-30 20:00:49.794904
51014A,W001,204,56,16,2026-06-30 20:00:49.794904
22366,W001,484,39,28,2026-06-30 20:00:49.794904
48111,W001,49,33,27,2026-06-30 20:00:49.794904
22846,W003,340,58,21,2026-06-30 20:00:49.794904
22402,W003,472,76,18,2026-06-30 20:00:49.794904
22400,W002,24,61,27,2026-06-30 20:00:49.794904
22399,W002,393,61,21,2026-06-30 20:00:49.794904
79302M,W001,282,75,28,2026-06-30 20:00:49.794904
37446,W001,220,59,20,2026-06-30 20:00:49.794904
84509B,W003,394,51,26,2026-06-30 20:00:49.794904
22313,W003,374,49,15,2026-06-30 20:00:49.794904
21181,W003,53,62,19,2026-06-30 20:00:49.794904
21818,W002,301,45,13,2026-06-30 20:00:49.794904
21668,W003,36,58,13,2026-06-30 20:00:49.794904
21462,W002,244,44,19,2026-06-30 20:00:49.794904
22496,W003,112,38,16,2026-06-30 20:00:49.794904
84870C,W003,63,47,29,2026-06-30 20:00:49.794904
84870B,W003,235,66,28,2026-06-30 20:00:49.794904
22765,W001,145,31,17,2026-06-30 20:00:49.794904
21351,W001,137,73,23,2026-06-30 20:00:49.794904
22581,W001,281,49,24,2026-06-30 20:00:49.794904
22579,W003,36,54,15,2026-06-30 20:00:49.794904
22572,W002,286,72,11,2026-06-30 20:00:49.794904
22640,W001,89,34,12,2026-06-30 20:00:49.794904
22641,W002,275,42,24,2026-06-30 20:00:49.794904
22638,W003,37,65,24,2026-06-30 20:00:49.794904
22576,W002,417,68,25,2026-06-30 20:00:49.794904
21817,W001,182,71,10,2026-06-30 20:00:49.794904
21813,W001,63,70,30,2026-06-30 20:00:49.794904
21808,W001,273,57,18,2026-06-30 20:00:49.794904
21014,W001,311,48,27,2026-06-30 20:00:49.794904
21018,W003,30,35,20,2026-06-30 20:00:49.794904
22946,W003,327,47,14,2026-06-30 20:00:49.794904
M,W002,63,62,22,2026-06-30 20:00:49.794904
22660,W002,350,48,18,2026-06-30 20:00:49.794904
21761,W003,327,50,28,2026-06-30 20:00:49.794904
21781,W002,363,57,21,2026-06-30 20:00:49.794904
22696,W003,287,44,29,2026-06-30 20:00:49.794904
84360,W002,417,59,13,2026-06-30 20:00:49.794904
35954,W001,371,51,18,2026-06-30 20:00:49.794904
84760S,W003,335,36,14,2026-06-30 20:00:49.794904
85045,W003,334,38,11,2026-06-30 20:00:49.794904
35598B,W002,475,30,18,2026-06-30 20:00:49.794904
22578,W003,331,65,26,2026-06-30 20:00:49.794904
22855,W003,198,51,17,2026-06-30 20:00:49.794904
21864,W003,108,38,21,2026-06-30 20:00:49.794904
15056P,W002,263,64,22,2026-06-30 20:00:49.794904
85174,W002,402,68,16,2026-06-30 20:00:49.794904
82615,W003,160,74,15,2026-06-30 20:00:49.794904
85038,W002,453,77,27,2026-06-30 20:00:49.794904
22965,W002,229,32,19,2026-06-30 20:00:49.794904
21374,W001,105,43,17,2026-06-30 20:00:49.794904
21509,W001,122,46,20,2026-06-30 20:00:49.794904
22025,W003,276,50,30,2026-06-30 20:00:49.794904
22725,W001,149,74,29,2026-06-30 20:00:49.794904
37448,W001,450,77,20,2026-06-30 20:00:49.794904
22421,W001,399,48,29,2026-06-30 20:00:49.794904
84997A,W003,334,72,16,2026-06-30 20:00:49.794904
21136,W003,285,48,12,2026-06-30 20:00:49.794904
71477,W003,479,34,15,2026-06-30 20:00:49.794904
22030,W001,258,78,14,2026-06-30 20:00:49.794904
90214M,W001,496,59,20,2026-06-30 20:00:49.794904
90214V,W003,147,47,30,2026-06-30 20:00:49.794904
90214S,W003,315,63,15,2026-06-30 20:00:49.794904
21789,W002,108,40,29,2026-06-30 20:00:49.794904
21629,W001,365,62,20,2026-06-30 20:00:49.794904
21850,W002,372,44,19,2026-06-30 20:00:49.794904
20978,W002,159,44,17,2026-06-30 20:00:49.794904
20768,W002,312,49,21,2026-06-30 20:00:49.794904
20780,W002,68,53,26,2026-06-30 20:00:49.794904
21398,W002,97,72,18,2026-06-30 20:00:49.794904
21643,W002,414,70,26,2026-06-30 20:00:49.794904
21620,W003,27,62,23,2026-06-30 20:00:49.794904
22260,W003,75,42,12,2026-06-30 20:00:49.794904
22136,W003,34,58,13,2026-06-30 20:00:49.794904
10135,W001,109,34,30,2026-06-30 20:00:49.794904
16168M,W001,95,71,21,2026-06-30 20:00:49.794904
17014A,W002,370,56,20,2026-06-30 20:00:49.794904
17084N,W002,71,31,13,2026-06-30 20:00:49.794904
17084P,W002,415,67,20,2026-06-30 20:00:49.794904
20617,W003,77,31,21,2026-06-30 20:00:49.794904
20619,W003,303,76,16,2026-06-30 20:00:49.794904
20653,W001,84,76,24,2026-06-30 20:00:49.794904
20681,W003,342,40,12,2026-06-30 20:00:49.794904
20682,W001,68,46,14,2026-06-30 20:00:49.794904
20696,W001,96,80,28,2026-06-30 20:00:49.794904
20699,W001,372,61,21,2026-06-30 20:00:49.794904
20700,W002,212,79,26,2026-06-30 20:00:49.794904
20718,W002,446,30,28,2026-06-30 20:00:49.794904
20752,W003,362,41,23,2026-06-30 20:00:49.794904
20761,W002,143,68,26,2026-06-30 20:00:49.794904
20846,W001,374,47,20,2026-06-30 20:00:49.794904
20931,W002,191,65,29,2026-06-30 20:00:49.794904
21002,W001,429,64,17,2026-06-30 20:00:49.794904
21015,W001,24,36,27,2026-06-30 20:00:49.794904
21067,W003,378,52,29,2026-06-30 20:00:49.794904
21109,W002,407,38,26,2026-06-30 20:00:49.794904
21110,W001,464,47,19,2026-06-30 20:00:49.794904
21128,W001,218,79,29,2026-06-30 20:00:49.794904
21164,W001,160,31,11,2026-06-30 20:00:49.794904
21188,W003,72,61,19,2026-06-30 20:00:49.794904
21208,W002,452,74,11,2026-06-30 20:00:49.794904
21220,W003,103,45,12,2026-06-30 20:00:49.794904
21272,W003,303,68,11,2026-06-30 20:00:49.794904
21279,W003,94,72,19,2026-06-30 20:00:49.794904
21281,W001,59,46,17,2026-06-30 20:00:49.794904
21288,W003,453,68,26,2026-06-30 20:00:49.794904
21356,W002,337,51,15,2026-06-30 20:00:49.794904
21439,W002,359,80,12,2026-06-30 20:00:49.794904
21447,W001,246,77,13,2026-06-30 20:00:49.794904
21537,W001,466,66,19,2026-06-30 20:00:49.794904
21547,W002,80,57,17,2026-06-30 20:00:49.794904
21594,W001,361,76,29,2026-06-30 20:00:49.794904
21638,W001,395,50,17,2026-06-30 20:00:49.794904
21648,W001,369,67,16,2026-06-30 20:00:49.794904
21656,W002,414,67,26,2026-06-30 20:00:49.794904
21671,W002,482,33,23,2026-06-30 20:00:49.794904
21684,W001,471,62,22,2026-06-30 20:00:49.794904
21698,W003,53,70,19,2026-06-30 20:00:49.794904
21700,W002,130,76,22,2026-06-30 20:00:49.794904
21745,W001,418,37,28,2026-06-30 20:00:49.794904
21775,W002,208,47,16,2026-06-30 20:00:49.794904
21820,W001,284,47,18,2026-06-30 20:00:49.794904
21830,W001,124,55,29,2026-06-30 20:00:49.794904
21846,W002,362,62,20,2026-06-30 20:00:49.794904
21868,W002,446,58,12,2026-06-30 20:00:49.794904
21875,W001,55,45,24,2026-06-30 20:00:49.794904
21896,W003,326,58,11,2026-06-30 20:00:49.794904
21899,W002,135,49,10,2026-06-30 20:00:49.794904
21906,W002,130,33,23,2026-06-30 20:00:49.794904
21908,W002,77,39,10,2026-06-30 20:00:49.794904
21974,W001,197,65,29,2026-06-30 20:00:49.794904
22078,W003,145,79,10,2026-06-30 20:00:49.794904
22084,W002,143,49,22,2026-06-30 20:00:49.794904
22091,W001,469,79,12,2026-06-30 20:00:49.794904
22124,W003,437,78,10,2026-06-30 20:00:49.794904
22165,W002,268,53,24,2026-06-30 20:00:49.794904
22184,W001,139,62,21,2026-06-30 20:00:49.794904
22208,W001,187,62,23,2026-06-30 20:00:49.794904
22246,W002,33,57,10,2026-06-30 20:00:49.794904
22283,W003,390,33,27,2026-06-30 20:00:49.794904
22304,W001,90,45,18,2026-06-30 20:00:49.794904
22308,W001,247,42,28,2026-06-30 20:00:49.794904
22317,W002,22,76,28,2026-06-30 20:00:49.794904
22324,W001,345,72,26,2026-06-30 20:00:49.794904
22325,W002,331,64,21,2026-06-30 20:00:49.794904
22331,W003,479,79,11,2026-06-30 20:00:49.794904
22342,W002,149,78,20,2026-06-30 20:00:49.794904
22350,W001,165,49,12,2026-06-30 20:00:49.794904
22393,W001,150,78,30,2026-06-30 20:00:49.794904
22405,W001,386,67,28,2026-06-30 20:00:49.794904
22409,W001,232,58,14,2026-06-30 20:00:49.794904
22420,W001,341,72,24,2026-06-30 20:00:49.794904
22425,W001,409,43,28,2026-06-30 20:00:49.794904
22458,W002,263,45,15,2026-06-30 20:00:49.794904
22459,W002,174,75,22,2026-06-30 20:00:49.794904
22499,W003,499,36,29,2026-06-30 20:00:49.794904
22503,W002,116,59,10,2026-06-30 20:00:49.794904
22536,W002,36,33,27,2026-06-30 20:00:49.794904
22586,W001,224,73,29,2026-06-30 20:00:49.794904
22602,W001,179,44,29,2026-06-30 20:00:49.794904
22649,W003,108,71,11,2026-06-30 20:00:49.794904
22668,W001,153,43,22,2026-06-30 20:00:49.794904
22673,W002,310,76,13,2026-06-30 20:00:49.794904
22692,W001,472,66,21,2026-06-30 20:00:49.794904
22746,W002,108,54,14,2026-06-30 20:00:49.794904
22747,W003,109,50,22,2026-06-30 20:00:49.794904
22756,W001,196,42,23,2026-06-30 20:00:49.794904
22788,W002,64,60,23,2026-06-30 20:00:49.794904
22831,W001,437,32,19,2026-06-30 20:00:49.794904
22841,W002,311,45,13,2026-06-30 20:00:49.794904
22863,W001,409,72,26,2026-06-30 20:00:49.794904
22870,W002,431,53,20,2026-06-30 20:00:49.794904
22890,W001,470,63,30,2026-06-30 20:00:49.794904
22897,W003,323,53,26,2026-06-30 20:00:49.794904
22898,W001,75,57,19,2026-06-30 20:00:49.794904
22944,W002,82,52,22,2026-06-30 20:00:49.794904
22977,W003,360,43,25,2026-06-30 20:00:49.794904
35637A,W003,199,33,30,2026-06-30 20:00:49.794904
35916B,W001,339,69,28,2026-06-30 20:00:49.794904
35916C,W002,177,44,17,2026-06-30 20:00:49.794904
35964,W002,180,31,23,2026-06-30 20:00:49.794904
35965,W001,224,56,21,2026-06-30 20:00:49.794904
35967,W003,233,76,30,2026-06-30 20:00:49.794904
37450,W002,114,80,24,2026-06-30 20:00:49.794904
37491A,W001,129,41,27,2026-06-30 20:00:49.794904
46775D,W003,120,31,14,2026-06-30 20:00:49.794904
46776B,W001,46,64,10,2026-06-30 20:00:49.794904
47566B,W003,400,37,19,2026-06-30 20:00:49.794904
47567B,W001,205,43,20,2026-06-30 20:00:49.794904
47590A,W001,366,66,18,2026-06-30 20:00:49.794904
47590B,W003,397,37,19,2026-06-30 20:00:49.794904
47594A,W001,84,38,12,2026-06-30 20:00:49.794904
70006,W002,392,61,28,2026-06-30 20:00:49.794904
71496A,W002,434,55,23,2026-06-30 20:00:49.794904
72134,W002,189,45,20,2026-06-30 20:00:49.794904
79067,W003,243,80,27,2026-06-30 20:00:49.794904
82582,W001,452,39,19,2026-06-30 20:00:49.794904
82599,W001,279,39,21,2026-06-30 20:00:49.794904
82616C,W001,386,63,12,2026-06-30 20:00:49.794904
84459B,W003,378,52,18,2026-06-30 20:00:49.794904
84520B,W003,493,45,28,2026-06-30 20:00:49.794904
84559A,W003,296,65,28,2026-06-30 20:00:49.794904
84559B,W003,439,62,23,2026-06-30 20:00:49.794904
84596J,W001,452,76,21,2026-06-30 20:00:49.794904
84609,W001,413,77,24,2026-06-30 20:00:49.794904
84659A,W002,171,80,27,2026-06-30 20:00:49.794904
84663A,W003,114,38,23,2026-06-30 20:00:49.794904
84828,W003,459,31,29,2026-06-30 20:00:49.794904
84856L,W002,91,36,30,2026-06-30 20:00:49.794904
84915,W003,251,47,23,2026-06-30 20:00:49.794904
84950,W002,239,80,28,2026-06-30 20:00:49.794904
84976,W002,288,31,30,2026-06-30 20:00:49.794904
85008,W003,306,67,21,2026-06-30 20:00:49.794904
85040B,W003,408,51,15,2026-06-30 20:00:49.794904
85053,W001,32,51,11,2026-06-30 20:00:49.794904
85114A,W003,382,40,26,2026-06-30 20:00:49.794904
85131D,W001,265,56,19,2026-06-30 20:00:49.794904
85170D,W002,182,30,10,2026-06-30 20:00:49.794904
85212,W001,272,42,24,2026-06-30 20:00:49.794904
85227,W003,205,50,12,2026-06-30 20:00:49.794904
85232D,W001,199,56,30,2026-06-30 20:00:49.794904
90013B,W002,248,77,27,2026-06-30 20:00:49.794904
90018B,W001,175,47,17,2026-06-30 20:00:49.794904
90019B,W002,245,52,12,2026-06-30 20:00:49.794904
90024C,W002,376,30,14,2026-06-30 20:00:49.794904
90036F,W002,441,34,30,2026-06-30 20:00:49.794904
90040B,W001,39,45,14,2026-06-30 20:00:49.794904
90051,W003,453,49,24,2026-06-30 20:00:49.794904
90054,W001,344,62,14,2026-06-30 20:00:49.794904
90077,W001,21,55,18,2026-06-30 20:00:49.794904
90124B,W003,207,76,28,2026-06-30 20:00:49.794904
90134,W001,162,52,28,2026-06-30 20:00:49.794904
90138,W003,471,33,24,2026-06-30 20:00:49.794904
90161B,W002,249,76,13,2026-06-30 20:00:49.794904
90166,W003,413,72,20,2026-06-30 20:00:49.794904
90173,W003,295,62,23,2026-06-30 20:00:49.794904
90177C,W001,322,74,10,2026-06-30 20:00:49.794904
90177E,W002,490,71,14,2026-06-30 20:00:49.794904
90181B,W001,304,41,11,2026-06-30 20:00:49.794904
90192,W002,59,72,22,2026-06-30 20:00:49.794904
90206C,W003,460,50,12,2026-06-30 20:00:49.794904
90209C,W002,264,76,16,2026-06-30 20:00:49.794904
90211A,W001,246,78,22,2026-06-30 20:00:49.794904
90214A,W003,24,35,16,2026-06-30 20:00:49.794904
90214E,W001,376,40,15,2026-06-30 20:00:49.794904
20970,W003,469,63,16,2026-06-30 20:00:49.794904
84658,W002,294,44,20,2026-06-30 20:00:49.794904
22448,W001,438,72,13,2026-06-30 20:00:49.794904
22447,W002,205,52,20,2026-06-30 20:00:49.794904
22446,W003,406,70,13,2026-06-30 20:00:49.794904
20665,W001,150,52,22,2026-06-30 20:00:49.794904
21472,W002,126,60,23,2026-06-30 20:00:49.794904
21877,W001,81,67,26,2026-06-30 20:00:49.794904
22524,W002,183,61,16,2026-06-30 20:00:49.794904
20765,W002,201,61,15,2026-06-30 20:00:49.794904
21624,W001,277,75,24,2026-06-30 20:00:49.794904
84926A,W002,416,77,25,2026-06-30 20:00:49.794904
85035C,W003,462,59,17,2026-06-30 20:00:49.794904
72803A,W003,280,34,21,2026-06-30 20:00:49.794904
40001,W002,338,41,30,2026-06-30 20:00:49.794904
21709,W003,270,79,18,2026-06-30 20:00:49.794904
22220,W003,67,69,11,2026-06-30 20:00:49.794904
85034A,W001,136,80,29,2026-06-30 20:00:49.794904
72798C,W001,361,41,27,2026-06-30 20:00:49.794904
35271S,W002,449,68,21,2026-06-30 20:00:49.794904
21380,W002,288,61,29,2026-06-30 20:00:49.794904
21221,W001,457,55,25,2026-06-30 20:00:49.794904
20755,W001,339,41,21,2026-06-30 20:00:49.794904
21421,W002,90,33,18,2026-06-30 20:00:49.794904
21422,W003,452,30,13,2026-06-30 20:00:49.794904
22617,W002,222,52,18,2026-06-30 20:00:49.794904
21364,W002,21,40,10,2026-06-30 20:00:49.794904
21042,W002,42,80,14,2026-06-30 20:00:49.794904
22272,W003,32,30,17,2026-06-30 20:00:49.794904
21172,W001,254,50,12,2026-06-30 20:00:49.794904
72760B,W001,189,70,28,2026-06-30 20:00:49.794904
22365,W002,195,39,27,2026-06-30 20:00:49.794904
22507,W001,309,55,19,2026-06-30 20:00:49.794904
62096A,W001,408,30,26,2026-06-30 20:00:49.794904
85071D,W003,235,76,24,2026-06-30 20:00:49.794904
22044,W003,301,60,28,2026-06-30 20:00:49.794904
21918,W003,171,41,17,2026-06-30 20:00:49.794904
22029,W003,268,59,16,2026-06-30 20:00:49.794904
21360,W001,275,79,15,2026-06-30 20:00:49.794904
84077,W003,104,73,27,2026-06-30 20:00:49.794904
84792,W002,313,42,27,2026-06-30 20:00:49.794904
85175,W002,208,37,14,2026-06-30 20:00:49.794904
20893,W001,126,76,29,2026-06-30 20:00:49.794904
22440,W002,182,78,28,2026-06-30 20:00:49.794904
22434,W002,473,51,30,2026-06-30 20:00:49.794904
22564,W002,233,56,21,2026-06-30 20:00:49.794904
21215,W002,385,37,13,2026-06-30 20:00:49.794904
21058,W002,480,61,26,2026-06-30 20:00:49.794904
21060,W002,378,78,20,2026-06-30 20:00:49.794904
21719,W002,492,69,13,2026-06-30 20:00:49.794904
84826,W003,225,36,24,2026-06-30 20:00:49.794904
21881,W003,276,56,21,2026-06-30 20:00:49.794904
22491,W002,422,43,25,2026-06-30 20:00:49.794904
21355,W001,329,41,22,2026-06-30 20:00:49.794904
21518,W003,207,34,19,2026-06-30 20:00:49.794904
22023,W001,388,32,18,2026-06-30 20:00:49.794904
22027,W002,168,30,21,2026-06-30 20:00:49.794904
22718,W001,235,54,19,2026-06-30 20:00:49.794904
22717,W001,190,46,29,2026-06-30 20:00:49.794904
22028,W002,268,73,26,2026-06-30 20:00:49.794904
21669,W003,93,35,25,2026-06-30 20:00:49.794904
21673,W003,325,78,27,2026-06-30 20:00:49.794904
22460,W002,53,41,20,2026-06-30 20:00:49.794904
22433,W001,145,77,13,2026-06-30 20:00:49.794904
22431,W002,39,50,10,2026-06-30 20:00:49.794904
84674,W003,106,76,14,2026-06-30 20:00:49.794904
22676,W003,321,58,25,2026-06-30 20:00:49.794904
22672,W001,71,70,28,2026-06-30 20:00:49.794904
22777,W001,105,70,23,2026-06-30 20:00:49.794904
22924,W002,467,79,26,2026-06-30 20:00:49.794904
22832,W001,305,54,23,2026-06-30 20:00:49.794904
20674,W003,144,78,10,2026-06-30 20:00:49.794904
22170,W002,196,34,16,2026-06-30 20:00:49.794904
21428,W002,164,43,11,2026-06-30 20:00:49.794904
22840,W003,120,40,13,2026-06-30 20:00:49.794904
79191C,W001,221,34,16,2026-06-30 20:00:49.794904
47471,W003,495,64,16,2026-06-30 20:00:49.794904
16046,W001,94,74,25,2026-06-30 20:00:49.794904
22796,W003,351,40,27,2026-06-30 20:00:49.794904
22733,W002,170,31,10,2026-06-30 20:00:49.794904
22559,W001,249,63,10,2026-06-30 20:00:49.794904
22896,W002,190,61,16,2026-06-30 20:00:49.794904
20967,W003,303,41,30,2026-06-30 20:00:49.794904
21430,W002,38,41,28,2026-06-30 20:00:49.794904
22070,W003,162,33,26,2026-06-30 20:00:49.794904
20983,W001,60,49,10,2026-06-30 20:00:49.794904
21527,W003,65,35,11,2026-06-30 20:00:49.794904
21538,W003,361,62,25,2026-06-30 20:00:49.794904
85216,W003,184,50,13,2026-06-30 20:00:49.794904
22131,W002,394,33,16,2026-06-30 20:00:49.794904
21163,W003,414,75,25,2026-06-30 20:00:49.794904
21161,W002,160,77,26,2026-06-30 20:00:49.794904
21159,W001,86,68,21,2026-06-30 20:00:49.794904
21390,W003,268,74,18,2026-06-30 20:00:49.794904
22285,W002,329,62,25,2026-06-30 20:00:49.794904
22284,W002,405,34,15,2026-06-30 20:00:49.794904
21383,W001,134,50,13,2026-06-30 20:00:49.794904
21381,W001,216,54,23,2026-06-30 20:00:49.794904
22210,W003,343,54,15,2026-06-30 20:00:49.794904
22209,W003,423,41,20,2026-06-30 20:00:49.794904
21872,W002,80,40,18,2026-06-30 20:00:49.794904
85035A,W002,109,55,10,2026-06-30 20:00:49.794904
22761,W001,185,40,20,2026-06-30 20:00:49.794904
22385,W001,340,55,28,2026-06-30 20:00:49.794904
22374,W003,146,79,12,2026-06-30 20:00:49.794904
21741,W002,182,61,13,2026-06-30 20:00:49.794904
85061W,W001,384,55,13,2026-06-30 20:00:49.794904
40016,W002,245,50,13,2026-06-30 20:00:49.794904
22202,W003,408,60,13,2026-06-30 20:00:49.794904
21064,W002,198,55,13,2026-06-30 20:00:49.794904
84341B,W002,424,47,30,2026-06-30 20:00:49.794904
84509G,W003,438,30,27,2026-06-30 20:00:49.794904
16235,W003,167,66,29,2026-06-30 20:00:49.794904
20986,W001,153,54,18,2026-06-30 20:00:49.794904
20832,W001,100,64,30,2026-06-30 20:00:49.794904
84846A,W002,439,61,23,2026-06-30 20:00:49.794904
22442,W002,399,40,17,2026-06-30 20:00:49.794904
21769,W003,255,33,21,2026-06-30 20:00:49.794904
20798,W001,328,36,19,2026-06-30 20:00:49.794904
22320,W003,47,56,23,2026-06-30 20:00:49.794904
21561,W002,118,63,28,2026-06-30 20:00:49.794904
85132B,W003,59,34,19,2026-06-30 20:00:49.794904
85132C,W003,109,60,27,2026-06-30 20:00:49.794904
22215,W001,236,76,15,2026-06-30 20:00:49.794904
20675,W001,240,34,16,2026-06-30 20:00:49.794904
21239,W003,220,39,13,2026-06-30 20:00:49.794904
21987,W002,341,58,26,2026-06-30 20:00:49.794904
21988,W002,175,51,10,2026-06-30 20:00:49.794904
21989,W002,170,66,12,2026-06-30 20:00:49.794904
22316,W002,169,49,11,2026-06-30 20:00:49.794904
22332,W002,75,74,19,2026-06-30 20:00:49.794904
21206,W002,71,46,13,2026-06-30 20:00:49.794904
20677,W001,355,78,22,2026-06-30 20:00:49.794904
22806,W003,458,77,27,2026-06-30 20:00:49.794904
22893,W003,278,61,18,2026-06-30 20:00:49.794904
85159A,W002,302,42,18,2026-06-30 20:00:49.794904
21784,W003,136,59,15,2026-06-30 20:00:49.794904
22849,W001,272,65,18,2026-06-30 20:00:49.794904
17090D,W001,488,41,26,2026-06-30 20:00:49.794904
17090A,W002,90,59,28,2026-06-30 20:00:49.794904
72127,W002,279,66,16,2026-06-30 20:00:49.794904
72133,W001,386,58,29,2026-06-30 20:00:49.794904
84763,W002,95,75,28,2026-06-30 20:00:49.794904
22450,W002,38,54,10,2026-06-30 20:00:49.794904
10124G,W002,184,53,27,2026-06-30 20:00:49.794904
84519B,W001,88,39,28,2026-06-30 20:00:49.794904
22505,W003,115,51,19,2026-06-30 20:00:49.794904
22514,W002,211,33,16,2026-06-30 20:00:49.794904
21504,W003,291,72,29,2026-06-30 20:00:49.794904
22292,W001,397,42,18,2026-06-30 20:00:49.794904
21211,W002,287,32,23,2026-06-30 20:00:49.794904
22045,W003,213,70,14,2026-06-30 20:00:49.794904
90175C,W002,496,52,12,2026-06-30 20:00:49.794904
90180A,W002,422,38,19,2026-06-30 20:00:49.794904
90178A,W003,241,79,15,2026-06-30 20:00:49.794904
22986,W003,349,52,30,2026-06-30 20:00:49.794904
20984,W002,62,59,28,2026-06-30 20:00:49.794904
